190,135,1
51,134,2
112,118,3
163,112,4
66,108,5
4,102,6
12,102,7
99,92,8
43,88,9
146,87,10
29,86,11
193,85,12
0,84,13
153,81,14
20,80,15
23,80,16
39,80,17
126,80,18
191,80,19
185,79,20
189,78,21
84,76,22
143,76,23
97,75,24
123,73,25
175,73,26
88,72,27
136,71,28
26,70,29
35,70,30
173,70,31
106,68,32
58,67,33
148,67,34
149,66,35
95,65,36
145,65,37
171,65,38
3,64,39
70,64,40
2,63,41
119,63,42
110,62,43
197,60,44
79,59,45
83,59,46
91,59,47
118,59,48
147,59,49
40,58,50
8,57,51
45,57,52
74,57,53
120,57,54
6,56,55
44,56,56
100,56,57
125,56,58
130,55,59
135,54,60
141,54,61
33,53,62
127,53,63
133,53,64
150,53,65
155,53,66
68,52,67
108,52,68
152,52,69
154,52,70
176,52,71
113,51,72
42,50,73
54,50,74
78,50,75
121,50,76
184,50,77
16,49,78
21,49,79
73,49,80
199,49,81
15,48,82
59,48,83
89,48,84
114,48,85
140,48,86
37,47,87
122,47,88
164,47,89
17,46,90
57,46,91
69,46,92
96,46,93
104,46,94
178,46,95
85,45,96
93,45,97
151,45,98
7,44,99
72,44,100
107,44,101
117,44,102
198,44,103
18,43,104
30,42,105
63,42,106
65,42,107
86,42,108
132,42,109
22,41,110
179,41,111
24,40,112
32,40,113
48,40,114
75,40,115
98,40,116
56,39,117
71,39,118
157,39,119
11,38,120
14,38,121
25,38,122
38,38,123
41,38,124
60,38,125
115,38,126
134,38,127
137,38,128
187,38,129
49,37,130
109,37,131
124,37,132
131,37,133
181,37,134
182,37,135
188,37,136
13,36,137
186,36,138
196,36,139
92,35,140
76,34,141
180,34,142
61,33,143
161,33,144
162,33,145
64,32,146
102,32,147
177,32,148
36,31,149
47,31,150
160,31,151
46,30,152
77,30,153
129,30,154
34,29,155
53,29,156
101,29,157
139,29,158
82,28,159
81,27,160
111,27,161
156,27,162
5,26,163
10,26,164
28,26,165
31,26,166
159,26,167
166,26,168
167,26,169
94,25,170
192,25,171
67,24,172
128,24,173
52,23,174
165,23,175
55,22,176
105,22,177
90,21,178
158,21,179
142,20,180
183,20,181
50,19,182
62,19,183
194,19,184
27,18,185
195,18,186
170,17,187
9,16,188
103,14,189
19,13,190
169,13,191
1,11,192
80,11,193
144,8,194
172,7,195
138,4,196
