1,135
2,114
3,114
4,105
5,98
6,89
7,86
8,85
9,81
10,81
11,80
12,78
13,77
14,76
15,75
16,75
17,74
18,74
19,73
20,72
21,72
22,72
23,72
24,71
25,71
26,71
27,70
28,70
29,69
30,69
31,68
32,68
33,68
34,67
35,67
36,67
37,66
38,64
39,64
40,62
41,62
42,62
43,61
44,61
45,60
46,60
47,60
48,59
49,59
50,59
51,59
52,58
53,58
54,57
55,57
56,57
57,57
58,57
59,56
60,55
61,55
62,54
63,54
64,54
65,54
66,54
67,54
68,52
69,52
70,52
71,51
72,51
73,51
74,50
75,50
76,50
77,49
78,49
79,49
80,49
81,48
82,48
83,48
84,47
85,47
86,47
87,46
88,46
89,46
90,45
91,45
92,45
93,45
94,45
95,44
96,44
97,43
98,43
99,43
100,43
101,43
102,42
103,42
104,42
105,41
106,41
107,41
108,41
109,41
110,41
111,40
112,40
113,39
114,39
115,38
116,38
117,38
118,38
119,37
120,37
121,36
122,36
123,36
124,36
125,35
126,35
127,35
128,35
129,35
130,35
131,35
132,35
133,35
134,35
135,34
136,34
137,34
138,33
139,33
140,32
141,32
142,32
143,32
144,32
145,32
146,31
147,31
148,31
149,30
150,30
151,30
152,30
153,29
154,29
155,29
156,29
157,28
158,28
159,28
160,28
161,27
162,26
163,26
164,25
165,25
166,25
167,25
168,24
169,24
170,24
171,24
172,23
173,23
174,22
175,22
176,22
177,22
178,21
179,21
180,21
181,20
182,19
183,18
184,18
185,18
186,17
187,17
188,16
189,16
190,15
191,15
192,14
193,14
194,13
195,11
196,10
197,9
198,8
199,5
